model;price;kilometer;fuel type;vitesse;engine
Dacia Sandero 2020 Sandero;380;60000km;Diesel;1.5 DCI 90ch;Automatique
Renault Clio 4 Facelift 2019 GT-Line;380;57km;Diesel;1.5 DCi 110ch;Manuelle
Volkswagen Golf 7 2017;380;154000km;Essence;1.0 TSI;Manuelle
Suzuki Swift 2022 Swift Dzire;380;00km;;1.6 ess 136ch;Automatique
Kia Sportage 2014;380;;;;
Fiat Disel 2023;381;700km;Diesel;;Manuelle
Fiat Doblo 2023 Profisionel;381;700km;Diesel;;Manuelle
Fiat Doblo 2023 Profisionel;381;700km;Diesel;1.6;Manuelle
Seat Leon 2017 FR+15;381;190000km;Diesel;;Automatique
Renault Clio4 gti line 2020 Clio4;381;44000km;Diesel;1.5;Manuelle
Volkswagen Polo 2018 Beats;381;106000km;Essence;1.6 MPi 90ch;Manuelle
Dacia Sandero 2023 Stepway;382;2000km;Diesel;1.5 DCI 90ch;Manuelle
Fiat Professional Doblo 2023;382;300km;Diesel;1.6 hdi;Manuelle
Fiat Doblo 2023 Doblo;382;3600km;Diesel;1.6 hdi;Manuelle
Renault Clio 4 2019 GT Line +;382;56000km;Diesel;;Manuelle
Renault Clio 4 2019 GT Line +;382;76500km;Diesel;;Manuelle
Peugeot 308 2016 Allure;383;147000km;Diesel;1.6 HDI 112ch;Manuelle
Volkswagen Polo 2019 Beats;383;108000km;Essence;1.6 MPi 90ch;Manuelle
Renault Clio 4 Facelift 2021;385;6000km;Essence;1.0tce;Automatique
Citroen C3 2021 Collection;385;20000km;Essence;1.4 VTI 95ch;Manuelle
Volkswagen Passat 2015 R Line;385;185000km;Diesel;2.0 TDI 140ch DSG;Automatique
Peugeot 208 2022;385;45000km;Essence;1.2 VTI 82ch;Manuelle
Fiat Fiat 500 X club 2023;385;;;;
Fiat 500x 2023 Club;385;;;;
Renault Clio 5 intens 2021 intense;385;39000km;Essence;1.0 tce;Manuelle
Toyota Hilux 2011;385;560000km;Diesel;;Manuelle
Peugeot 208 2022 Allure;385;40200km;Diesel;1.6 HDI 92ch;Manuelle
Fiat Professional Doblo 2023;385;;;;
Dacia Sandero 2023 Stepway;385;;;;
Renault Kangoo 2020 Kangoo;385;149km;Diesel;1.5 DCI 90ch;Manuelle
Renault Clio 4 2018 GT Line +;385;155000km;Diesel;1.5 DCI 85ch;Manuelle
Fiat Professional Doblo 2023 Toutes options;385;00km;Diesel;1.6 hdi;Manuelle
Suzuki Ertiga 2022 Ertiga;385;18000km;Essence;1.5;Automatique
Fiat Doblo 2023;385;;Diesel;;Manuelle
Audi Q3 2013 Q3;385;198km;Diesel;2.0 TDI 177ch Quattro;
Hyundai Creta 2017;385;67000km;Diesel;;Manuelle
Fiat Doblo 2023;385;00km;;1.6 HDI;Manuelle
Volkswagen Caddy 2018 Collection;385;150000km;Diesel;1.6 TDi 102ch;Manuelle
Renault Clio 4 2019 Limited 2;385;44.000km;Diesel;1.5 DCI 85ch;Manuelle
Fiat Doblo 2023 La toute;385;130km;Diesel;1.6 hdi;Manuelle
Seat Ibiza 2019 EDITION;385;82000km;Essence;1.6 MPi 110 ch Automatique;Automatique
Suzuki Baleno 2022 Nouvelle;385;30000km;Essence;1.5;Automatique
Seat LEON CUPRA 2016 LA TOUTE;385;150000km;Essence;2.2;Automatique
Seat Ibiza 2019 Sport Edition;385;82000km;Essence;1.6 MPi 110 ch Automatique;Automatique
Nissan Navara 2014 Navara;385;236688km;Diesel;2.5 DDTI 4x2 144ch;Manuelle
Peugeot Partner 2018 Tepee;385;140000km;Diesel;1.6 HDI 112ch;Manuelle
Fiat Doblo 2023;385;00km;Diesel;1.6 Hdi;Manuelle
Fiat Doblo 2023 Doblo;385;27km;Diesel;1.6HDI;Manuelle
Fiat Doblo 2023 Comirciale;385;30km;Diesel;1.6 hdi;Manuelle
Dacia Stpwy 2023 Stpwy;385;540km;Diesel;;Manuelle
Peugeot Partner 2018 Tepee;385;138000km;Diesel;1.6 HDI 90ch;Manuelle
Renault Symbol 2023;385;50km;Diesel;1.5dci;Manuelle
Mercedes Classe C 2014 250 AVANTGARDE;385;191000km;Diesel;;Automatique
Audi A3 2016 S Line;385;275000km;Diesel;;Automatique
Hyundai Creta 2019;385;72000km;Essence;;Manuelle
Hyundai Creta 2018 4*2;385;60000km;Essence;;Manuelle
Citroen C Elysée 2022 Exclusive;385;1600km;Diesel;1.6 HDI 92ch;Manuelle
Seat Leon 2015 LINEA R+;385;174000km;Diesel;2.0 TDI 143ch;Manuelle
Nissan Qashqai 2017 +2 Tekna;385;133000km;Diesel;1.6 dCi 130ch 4x2;Automatique
Seat Léon Fr 15 2016;385;168km;Diesel;;Manuelle
Seat Leon 2016 FR+15;385;168km;Diesel;2.0 TDI 143ch;Manuelle
Suzuki Splash 2022;385;11500km;Essence;;Automatique
Renault Clio 4 2021 Limited 2;385;1300km;Diesel;1.5 DCI 85ch;Manuelle
Peugeot 208 2020;385;61000km;Diesel;1.6 HDI 115ch;Manuelle
Renault Kangoo 2021 Privilège +;385;;;;
Suzuki Baleno 2022 Alure;386;30000km;Essence;1.5;Automatique
Dacia Stipway 2023 Tikreud;386;1500km;Diesel;1.5dci;Manuelle
Fiat Professional Doblo 2023;386;40km;Diesel;1.6Hdi;Manuelle
Seat Ibiza 2019 Ibiza;386;60km;Essence;1.6 ess 105ch DSG7;Manuelle
Peugeot 208 2022 Allure;387;40000km;Diesel;1.6 HDI 92ch;Manuelle
Nissan Navara 2014 Double Cabine;387;201000km;Diesel;2.5 DDTI 4x2 144ch;Manuelle
Fiat Doblo 2023 Doblo;387;00km;Diesel;1.6 hdi;Manuelle
Fiat Doblo 2023 2023;387;00km;Diesel;1.6HDi;Manuelle
Fiat Tipo 2023 Life;388;4000km;Essence;1.6;Automatique
Fiat Doblo 2023 Utilitaire;388;00km;Diesel;1.6 hdi;Manuelle
Audi Q3 2013 S Line;388;194000km;Diesel;2.0 TDI 177ch Quattro;Automatique
Seat Ibiza 2019 FR;388;196000km;Essence;1.6 MPi 110 ch;Manuelle
Peugeot Partner 2020 Nouveau;388;;;;
Peugeot 208 2022 Style;390;31000km;Diesel;1.6 HDI 92ch;Manuelle
Renault Clio5 2021 Clio5 zen;390;;;;
Volkswagen Golf 7 2017 Lacara +;390;135000km;Diesel;2.0 TDi 143ch;Automatique
Renault Clio 5 2022 90 ch;390;;;;
Volkswagen Polo 2021 Nouvelle Match II;390;46000km;Essence;1.6 TDI 105ch;Manuelle
Fiat 500x Club 2023 Club;390;;;;
Kia Stonic 2021;390;;;;
Audi A3 Sport Back 2017;390;281000km;Diesel;2.0 TDI 143ch S-Tronic;Automatique
Skoda Fabia 2020 Montecarlo;390;150km;Essence;;Automatique
Fiat Scoudo 2023;390;;;;
DFSK P025 DOUBLE CABINES 2024 LA TOUTE 4X2;390;;;;
Fiat Professional 2023;390;;;;
Fiat Tipo 2023 Life;390;;;;
Skoda Octavia 2018 Octavia;390;210000km;Diesel;2.0 TDI 140ch;Manuelle
Renault Clio5 2022;390;;;;
Dacia Duster 2021;390;99000km;GPL;;
Mercedes ML 2014 250 CDI Pack AMG;390;320000km;Diesel;250 BlueTEC 4MATIC;Automatique
Skoda Octavia 2018 Ambition;390;220000km;Diesel;2.0 TDI 140ch;Manuelle
Hyundai Accent 2018 ;390;25000km;Essence;;Manuelle
Renault Kangoo 2019 Privilège +;390;71122km;Diesel;1.5 DCI 110ch;
Volkswagen Polo 2018 Beats;390;121000km;Essence;1.6 MPi 90ch;Manuelle
Peugeot 308 2015 Allure;390;8900km;Diesel;1.6 e HDI 115ch STT;Manuelle
Volkswagen Golf 7 2019 START+;390;173km;Diesel;2.0 TDi 143ch;Manuelle
Audi Q3 2016 S Line;390;236000km;Diesel;2.0 TDI 143ch;Automatique
Peugeot Partner 2018 Tepee;390;153587km;Diesel;1.6 HDI FAP 115 CH;Manuelle
DFSK P025 2023;390;;;;
Volkswagen Golf 7 2016 Gtd;390;214000km;Diesel;Gtd 185;Automatique
Fiat Tipo life 2023;390;00km;Essence;;Automatique
Seat Ibiza 2019 FR;390;87000km;Essence;1.6 MPi 110 ch;Manuelle
Volkswagen Amarok 2013;390;130000km;Diesel;2.0 TDI 4MOTION 180ch;Manuelle
Seat Leon 2016 FR+15;390;163000km;Diesel;2.0 TDI 143ch;Manuelle
Citroen Jumpy 2016 Jumpy;390;5120000km;Diesel;2L  125H  6 vitass;Manuelle
Audi S3 2015 SportBack;390;210km;Essence;2.0 TFSI 300ch S-Tronic;Automatique
Renault Clio 4 2019 GT Line +;390;16000km;Diesel;1.5 110ch;Manuelle
Fiat Tipo cross 2021 Tout;390;76000km;Essence;1.0;Manuelle
Dacia Stepway 2023 Techroad;390;1300km;Diesel;1.5 dci;Manuelle
Peugeot Partner 2018 Tepee;390;215000km;Diesel;1.6 HDI FAP 115 CH;Manuelle
Kia Stonic 2021;390;70000km;Essence;1.0 T-GDi 100c;Manuelle
Citroen C3 2021 Feel business;390;28000km;Essence;1.2 VTI 82ch;Manuelle
Mercedes GLK 2014 EXCLUSIF;390;212000km;Diesel;220 CDI;Manuelle
Volkswagen Tiguan 2013 R Line;390;00km;Diesel;2.0 TDI 140ch;Automatique
Seat Leon 2019 FR;390;290000km;Diesel;2.0 TDI 143ch;Manuelle
Citroen C Elysée 2022 C Elysée;390;14000km;Diesel;1.6 HDI 92ch;Manuelle
Seat Ibiza 2019 FR;390;108000km;Essence;1.6 MPi 110 ch;Automatique
Volkswagen Golf 7 2017 Golf 7;390;200km;Diesel;2.0 TDI 110ch;Manuelle
Seat ARONA 2019 ARONA;390;115000km;Essence;1.6 MPi 110 ch;Automatique
Volkswagen Tiguan 2014 Carat +;390;172km;Diesel;2.0 TDI 140ch;Automatique
Renault Clio 4 2019 GT Line +;390;63000km;Diesel;;Manuelle
Hyundai Cretta 2019 Gl;390;137km;Diesel;;Automatique
Peugeot Partner 2020 Partner;390;116km;Diesel;1.6 HDI 112ch;Manuelle
Seat leon CUPRA 2016 LA TOUTE;390;150000km;Essence;2.2;Automatique
Volkswagen Tiguan 2013 R Line;390;238000km;Diesel;2.0 TDI 140ch;Automatique
Fiat Doblo 2023 2023;390;3000km;Diesel;1.6 hd;Manuelle
Renault Kangoo Be Bop 2021;390;132000km;Diesel;1.5 DCI 90ch;Manuelle
Fiat Doblo 2023 Doblo;390;1200km;Diesel;1.6 hdi;Manuelle
Mercedes ML 2013 ML;390;3000km;Diesel;350 4MATIC BlueEFFICIENCY;Automatique
Fiat Doblo 2023 2023;390;350km;Diesel;1.6Hdi;Manuelle
Fiat Doblo 2023 Comersial;390;00km;Diesel;1.6;Manuelle
Mercedes Classe A 2014 45 AMG Pack Exclusif;390;107000km;Essence;A45 AMG 360ch 4MATIC;Automatique
Hyundai CRETA 2018;390;156000km;Diesel;1,6;Automatique
Volkswagen Polo 2018 Beats;390;96000km;Essence;1.6 MPi 90ch;Manuelle
Peugeot 308 2012 308;390;65400km;Diesel;1.6 HDI 112ch;Manuelle
Volkswagen Golf 7 2018 START+;390;160km;Diesel;2.0 TDi 143ch;Manuelle
Renault Clio 4 2018 GT Line +;390;35000km;Diesel;1.5 DCI 85ch;Manuelle
Seat Ibiza 2019 HIGH;390;50000km;Essence;1.6 MPi 110 ch;Manuelle
Volkswagen Polo 2019 Carat;390;178000km;Essence;1.6 MPi 90ch;Manuelle
Kia Picanto 2022 LX;390;3000km;Essence;1.2 ess CVVT 87ch BVA;Automatique
Nissan Navara 2016 Double Cabine;390;200000km;Diesel;2.5 DDTI 4x4 190ch;Manuelle
Renault Kangoo 2018  Extrême Outdoor;390;94000km;Diesel;Mchema3;Manuelle
Seat Ibiza 2018 High Facelift;390;76800km;Essence;1.6 MPi 110 ch;Manuelle
Citroen Jumpy Multispace 2016 Jumpy Multispace;390;427000km;Diesel;2.0 HDI 120ch;Manuelle
Seat Ibiza 2019 High Facelift;390;67500km;Essence;1.6 MPi 110 ch;Manuelle
Hyundai Creta 2018;390;75000km;Essence;1.6;Manuelle
Audi A3 2016 S Line;390;189000km;Essence;1.8 TFSI 180ch;Automatique
Nissan Navara 2015 Platinum;390;289500km;Diesel;2.5 DDTI 4x4 190ch;Manuelle
Volkswagen Golf 7 2018 START+;390;132000km;Diesel;2.0 TDi 143ch;Manuelle
Audi A6 2013;390;14500km;Diesel;2.0 TDI 177ch BVA;Automatique
Dacia Stepway 2022;390;00km;Essence;1.0;Manuelle
Citroen Berlingo 2021 Tolé niveau 2;390;61000km;Diesel;1.6 HDI 112ch;Manuelle
Seat Leon 2018 FR;390;157000km;Diesel;2.0 TDI 143ch;Manuelle
Peugeot Partner 2021 Partner;390;3000km;Diesel;1.6 HDI 90ch;Manuelle
Volkswagen Golf 7 2016 R;390;154000km;;2.0 TDi 143ch;Automatique
Hyundai Creta 2018;390;78000km;;;Automatique
Volkswagen Golf 7 2018 START+;390;106000km;Diesel;2.0 TDi 143ch;Manuelle
Seat ARONA 2019 Style;390;17000km;Essence;1.6 MPi 110 ch;Manuelle
Rover Range rover 2014 2014;390;220km;Essence;Original;Automatique
Peugeot Partner 2021 Rifter;390;106000km;Diesel;1.6 HDI FAP 115 CH;Manuelle
Volkswagen Polo 2019 Carat;390;62000km;Essence;1.6 MPi 90ch;Manuelle
Hyundai Creta 2018 Dz;390;157000km;Diesel;1.6;Automatique
Land Rover Freelander 2014;390;188000km;Diesel;;Automatique
Toyota Hilux 2014;390;;;;
Dacia Stepway 2023 2023;391;200km;Diesel;1.5;Manuelle
Seat Ibiza 2018 HIGH;391;60000km;Essence;1.6 MPi 110 ch;Manuelle
Kia Cerato 2019 SX Premium;392;132000km;Essence;1.6 DOHC D-CVVT 130CH;Manuelle
Renault Kangoo 2019 Privilège plus;392;83000km;Diesel;1.5 DCI 110ch;Manuelle
Renault Clio 4 2019 Gtline;393;92000km;Diesel;1.5 DCI 85ch;Manuelle
Volkswagen Golf 7 2016 R.line;393;269000km;Diesel;2.0 TDI 143ch DSG;Automatique
Fiat 500x 2023 Club;394;;;;
Seat Leon 2018 FR+;394;194000km;Diesel;2.0 TDI 140ch;Manuelle
Renault Clio 5 2022 Busnis;394;34000km;Essence;1.0 tce;Manuelle
Dacia Stepway 2023;394;4000km;Diesel;1.5 DCI;Manuelle
Fiat 500x 2023 Club;395;;;;
Opel Mokka 2023 Élegance;395;;;;
Fiat 500x 2023;395;;;;
Renault Clio 5 2021 Intense;395;45700km;Essence;;Manuelle
Fiat 500x 2023 Tout;395;;;;
Volkswagen Amarok 2015 HighLine Plus;395;292000km;Diesel;2.0 TDI 180ch 4x4;Automatique
Skoda Fabia 2021 Clever;395;62838km;;;Manuelle
Audi A3 2016 S Line;395;203000km;Essence;1.8 TFSI 180ch;Automatique
Volkswagen Amarok 2015 HighLine Plus;395;292km;Diesel;2.0 TDI 4MOTION 180ch;Automatique
Kia Rio 2022;395;;;;
Dacia Sandero 2023 Ten;395;;;;
Seat Ibiza 2019 FR;395;102000km;Essence;1.6 MPi 110 ch;Manuelle
Volkswagen Polo 2019;395;110km;Essence;1.6 MPi 90ch;Manuelle
Skoda Fabia 2021 Ambition;395;59000km;Essence;;Manuelle
Volkswagen Polo 2019 Carat;395;101km;Essence;;Manuelle
Volkswagen Tiguan 2014 Life;395;257000km;Diesel;2.0 TDI 140ch DSG;Automatique
Dacia Stepway 2023 50;395;40km;Diesel;1.5;Manuelle
Seat Ibiza 2019 Style kit fr;395;139500km;Essence;1.6 mpi;Manuelle
Volkswagen Caddy 2017 Confortline;395;300000km;Diesel;2.0 TDi 110ch;Automatique
Hyundai Creta 2018;395;98000km;Diesel;;Automatique
Hyundai i40 2019 i40;395;165000km;;;
Hyundai Accent 2019 GL+;395;62km;Diesel;1.6 CRDI 128ch;Manuelle
Volkswagen Tiguan 2013 Style;395;156000km;Diesel;2.0 TDI 170ch;Automatique
Seat Ibiza 2019 Ibiza;395;114263km;Essence;1.6 MPi 110 ch;Automatique
Volkswagen Golf 7 2017 R;395;195km;Essence;2.0 TSI 220ch;Manuelle
Mercedes ML 2014 250 CDI Pack AMG;395;230000km;Diesel;250 BlueTEC 4MATIC;Automatique
Fiat Doblo 2023;395;1800km;Diesel;;Manuelle
Kia Picanto 2023 Ex;395;0km;;;Automatique
Volkswagen Polo 2019 Carat;395;83000km;Essence;1.6 MPi 90ch DSG;Manuelle
Fiat Doblo 2023;395;50km;Diesel;1.6hdi;
Fiat Professional 2023 ;395;00km;Diesel;1.6;Manuelle
Fiat Doplo 2023;395;00km;Diesel;1.6Hdi;Manuelle
Volkswagen Tiguan 2013 R Line;395;243km;Diesel;;Automatique
Fiat Fiat 500 2023;395;2600km;Essence;1.1;Manuelle
BMW Série 3 2014 Sport M;395;158000km;Diesel;320d;Automatique
Kia Picanto 2023 Tout option;395;00km;Essence;;Automatique
Fiat Doblo 2023;395;0km;Diesel;1,6HDi;Manuelle
Renault Kangoo 2017 Privilège +;395;78000km;Diesel;1.5 DCI 80ch;Manuelle
Volkswagen Caddy 2018 Confortline;395;180000km;Diesel;1.6 TDi 102ch;Manuelle
Kia Sportage 2015 Sportage;395;132000km;Diesel;2.0 CRDI 177ch;Manuelle
Renault Kangoo 2020 Kangoo;395;99000km;Diesel;1.5 DCI 90ch;Manuelle
Volkswagen Polo 2019 Match;395;94000km;Essence;1.6 MPi 90ch;Manuelle
Land Rover Freelander 2 2014 Freelander 2;395;240000km;Diesel;2.2 SD4 - 2.2 D 190ch BVA;Automatique
Land Rover Freelander 2 2014 Freelander 2;395;2400000km;Diesel;2.2 SD4 - 2.2 D 190ch BVA;Automatique
Land Rover Freelander 2 2014 Toute options;395;198km;Diesel;2.0;Automatique
Volkswagen Caddy 2017 Confortline;395;129000km;Diesel;1.6 TDi 102ch;Manuelle
Seat ARONA 2018 FR;395;110000km;Essence;1.6 MPi 110 ch;Manuelle
Seat Ibiza 2019 FR;395;85000km;Essence;1.6 TDI 105ch;Manuelle
Seat Ibiza 2019 FR;395;61000km;Essence;1.6 MPi 110 ch;Manuelle
Renault Kangoo 2017 Privilège +;395;61000km;Diesel;1.5 DCI 90ch;Manuelle
Volkswagen Golf 7 2017 Confortline;395;;;;
Dacia Stepway 2023;396;40km;Diesel;1.5;Manuelle
Dacia Stepway 2023 Restyle;396;30km;Diesel;1.5;Manuelle
Volkswagen Caddy 2018 Caddy;396;118000km;Diesel;1.6 TDi 102ch;Manuelle
Seat Ibiza 2019 FR;396;86km;Essence;1.6 MPi 110 ch;Manuelle
Volkswagen Caddy 2018 HighLine;396;;;;
Kia Sorento 2015 Premium 7 Places;397;161000km;Diesel;2.2 CRDI 197ch BVA;Automatique
Renault Clio 5 2020 Tchqno;397;;;;
Seat ARONA 2018 Style;397;32000km;Essence;1.6 MPi 110 ch;Manuelle
Mercedes Classe C 2014 250 AVANTGARDE Designo;397;1490000km;Diesel;250 CDI 204;Automatique
Renault Kangoo 2019 Privilège plus;397;107600km;Diesel;1.5 DCI 90ch;Manuelle
Toyota RAV4 2016 Dynamique;398;204000km;Diesel;2.2 D4D 177ch;Automatique
Dacia Stypway 2023 Dci;398;000km;Diesel;1.5;Manuelle
Dacia Sandero stepway 2023 Restylé;398;4400km;Diesel;1.5;Manuelle
Renault Kangoo 2019 Privilège plus;398;108000km;Diesel;1.5 DCI 90ch;Manuelle
Renault Kangoo 2020 Privilège +;400;40000km;Diesel;1.5 DCI 110ch;Manuelle
Volkswagen Tiguan 2014 Cup;400;156000km;Diesel;2.0 TDI 140ch DSG;Automatique
Land Rover Range Rover Evoque 2014 Dynamique 5 Portes;400;0000km;Diesel;2.2 SD4 - 2.2 D 190ch BVA;Automatique
Renault Clio 5 E-tech 2021;400;;;;
Volkswagen Golf 7 2019 START+;400;110km;;2.0 TDi 143ch;Manuelle
Citroen C3 2021 1.2 Puretech 83 Shine Pack;400;20500km;Essence;1.2 VTI 82ch;Manuelle
Fiat  2023;400;;;;
Geely Mk 2009 ABS;400;;;;
Nissan Patrol Long 2005;400;380000km;Diesel;;Manuelle
Chevrolet Captiva 2017 LT;400;100000km;Diesel;2.2 VCDI AWD 184ch BVA;Automatique
Ford Fiesta 2021 Titanium Sport pack;400;62000km;Essence;;Manuelle
Kia Sportage 2016 Premium;400;105000km;Diesel;2.0 CRDI 177 4x2 BVA;Automatique
Volkswagen Golf 7 2018;400;138000km;Diesel;2.0 TDi 143ch;Manuelle
Fiat 500x 2023 Club;400;;;;
Renault Kangoo 2021 Expression;400;76000km;Diesel;1.5 DCI 110ch;Manuelle
Renault Clio 4 2022 GT Line +;400;20000km;Diesel;1.5 DCI 85ch;Manuelle
Renault Kangoo 2022 Kangoo;400;35000km;Essence;1.2 turbo;Manuelle
Renault Clio 4 2021 GT Line +;400;62000km;Diesel;;Manuelle
Citroen C3 2022 shine pack;400;30000km;Diesel;1.6 e HDI 112ch;Manuelle
Kia Rio 2019 EX;400;168000km;GPL;1.6l ess 123ch;Manuelle
Mercedes CLK 2014;400;180000km;Diesel;;Automatique
Fiat 500X 2023;400;;;;
Seat Ibiza 2021 FR;400;60000km;Essence;1.0 turbo;Manuelle
Seat Leon 2018 FR;400;200000km;Diesel;2.0 TDI 170ch;Manuelle
Citroen C Elysée 2022 C Elysée;400;27000km;Diesel;1.6 HDI 92ch;Manuelle
Kia Sportage 2016 Premium;400;105000km;Diesel;2.0 CRDI 177 4x2;Automatique
Peugeot Expert 2013 Access Long;400;470000km;Diesel;2.0 HDI 125ch;Manuelle
Rover Range rover 2014 Evoque;400;249km;Diesel;2.2;Automatique
Skoda Octavia 2019 Business;400;168000km;Diesel;2.0 TDI 143ch;Manuelle
Skoda Octavia 2016 Ambiente;400;99000km;Diesel;2.0 TDI 143ch;Manuelle
Dacia Sandero 2023 Stepway;400;00000km;Diesel;1.5 DCI;Manuelle
Fiat C 2023;400;;;;
Seat ARONA 2019;400;40000km;Essence;1.6 MPi 110 ch;Manuelle
Land Rover Range Rover Evoque 2014 Range Rover Evoque;400;240km;Diesel;2.2 SD4 - 2.2 D 190ch BVA;Automatique
Seat ARONA 2021 ARONA;400;63000km;Essence;1.0L TSI;Manuelle
Seat Ibiza 2019 HIGH;400;93000km;Essence;1.6 MPi 110 ch;Manuelle
Renault CLIO5 2023 Évolution;400;12000km;;1.0;
Peugeot Partner 2017 Tepee;400;108km;;1.6 HDI FAP 115 CH;
Kia balino 2023 dynamic;400;;;;
Seat Ibiza fr 2019;400;;;;
Volkswagen Caddy 2015 Cross;400;98km;Diesel;Dsg. Tdi. 140ch;Automatique
Fiat 500x 2023 Cult;400;5000km;Essence;1.4 turbo 140ch;Automatique
Peugeot rifter 2020 toute option;400;;;;
Volkswagen Caddy 2018 Collection;400;135000km;Diesel;2.0 TDi 110ch;Manuelle
Volkswagen Caddy 2019 Fourgon;400;120000km;Diesel;2.0 TDI 140ch;Manuelle
Toyota RAV4 2016 RAV4;400;490000km;Diesel;2.2 D4D 177ch;Automatique
Volkswagen Golf 7 2017;400;265000km;Diesel;2.0 TDI 110ch DSG;Automatique
Volkswagen Golf 7 2017 Golf 7;400;265000km;Diesel;2.0 TDI 110ch;Automatique
Hyundai H100 2019 Frigo;400;79000km;Diesel;2.5l CRDI 130ch;Manuelle
Volkswagen Golf 7 2017 Golf 7;400;260000km;Diesel;2.0 TDI 143ch DSG;Automatique
Kia Sportage 2015 Sportage;400;195km;Diesel;2.0 CRDI 177ch;Manuelle
Volkswagen Caddy 2016 Caddy;400;237km;Diesel;2.0 TDI 140ch;Manuelle
Dacia Stepway 2023 Nouvel;400;00km;Diesel;1.5dci;Manuelle
Dacia Stupway 2023 Last;400;1744km;Diesel;;Manuelle
Renault Clio 5 2021;400;28000km;Essence;;Manuelle
Kia Cerato 2019 LX;400;220000km;Essence;1.6 DOHC D-CVVT 130CH;Automatique
Peugeot Partner 2022 k9;400;14000km;Diesel;1.6 HDI 90ch;Manuelle
Volkswagen Caddy 2018 Life;400;162000km;Diesel;2.0 TDi 110ch;Manuelle
Mercedes Classe C 2014 250 AVANTGARDE Designo;400;2010.000km;Diesel;250 CDI BlueEfficiency;Automatique
Skoda Octavia 2018 Ambition;400;210000km;Diesel;;Manuelle
Seat ARONA 2021 ARONA;400;70000km;Essence;;Manuelle
Renault Clio 5 2021;400;21000km;Essence;65 ch;Manuelle
Renault Clio 5 Intens Essence 2022 Intens;400;20500km;Essence;Tce 90;Manuelle
Audi A3 2015 S Line;400;187000km;Essence;1.8 TFSI Quattro 180ch;Automatique
Rover evoque 2015 black black;400;260km;Diesel;;Automatique
Volkswagen Caddy 2017 Confortline;400;179000km;Diesel;2.0 TDi 110ch;Manuelle
Ford Puma 2021 155 CV;400;85000km;Essence;;Manuelle
Kia Sportage 2015 Sportage;400;125000km;Diesel;2.0 CRDI 177 4x4 BVA;Automatique
Peugeot 208 2021 Allure;400;41000km;Diesel;;Manuelle
Hyundai Accent 2019 RB;400;69000km;Diesel;1.6 CRDI 128ch;Manuelle
Seat Seat 2019 Ibiza;400;140km;Essence;1.6 mpi;Manuelle
range rover évoque  7 rapport sd4 2013;400;167km;Diesel;2.2;Automatique
Dacia Duster 2022 Duster;400;8500km;Essence;1.0 L la 85 chevaux;Manuelle
Renault Clio 4 2021 GT Line +;400;40000km;Diesel;1.5 DCI 85ch;Manuelle
Citroen Berlingo 2019;400;192000km;Diesel;1.6 HDI 90ch;Manuelle
Skoda Octavia 2016 Edition;400;180km;Diesel;2.0 TDI 143ch DSG 6;Automatique
Audi S3 2016 S3;400;210000km;Essence;2.0 TFSI 300ch S-Tronic;Automatique
Volkswagen Golf 7 2016 R;400;186000km;Essence;2.0 TSI 300ch DSG;Automatique
Volkswagen Caddy 2017 Altrak;400;270000km;Diesel;1.6;Automatique
Toyota RAV4 2015 Premium;400;300km;Diesel;2.2 D4D 177ch;Automatique
Toyota Hilux 2011;400;312km;Diesel;2.5 D4D 144ch;Manuelle
Seat Ibiza 2019 FR;400;103km;Essence;;Manuelle
Volkswagen Amarok 2015 Amarok;400;240000km;Diesel;;Automatique
Seat Leon 2018 FR;400;185000km;Diesel;2.0 TDI 177ch;Automatique
Hyundai i40 2019 Préstige;400;60000km;;1.7 CRDI 140ch;
Seat Ibiza 2019 FR;400;114000km;Essence;1.6 MPi 110 ch;Manuelle
Hyundai Creta 2019;400;79000km;Essence;;Automatique
Renault Clio 4 2019 GT Line +;400;42000km;Diesel;1.5 DCI 85ch;Manuelle
Volkswagen Golf 7 2016 R;400;188849km;Diesel;2.0 TDI 143ch DSG;Automatique
Seat Leon 2019 urban;400;90000km;Diesel;2.0 TDI 143ch;Manuelle
Skoda Octavia 2018 Ambiente;400;217128km;Diesel;2.0 TDI 143ch;Manuelle
Peugeot 301 2023;400;0km;Diesel;1.6 hdi;Manuelle
Dacia Lodgy 2021 Lodgy;400;36000km;Diesel;1.5dci;Manuelle
Seat Leon 2018 FR+15;400;214000km;Diesel;150ch;Automatique
Fiat Doblo 2023;400;;;;
Renault Kangoo 2019 Expression;400;154000km;Diesel;1.5 DCI 90ch;Manuelle
Skoda Yeti 2015 Monte Carlo;400;230km;Diesel;2.0 TDI 140ch;Manuelle
Fiat Doblo 2023 Commercial;400;50km;Diesel;1,6 hdi;Manuelle
Peugeot Partner 2017 Tepee;400;115km;Diesel;1.6 HDI 90ch;Manuelle
Toyota RAV4 2016 Premium;400;240000km;Diesel;2.2 D4D 150ch BVA;Automatique
Volkswagen Tiguan 2012 R Line;400;266000km;Diesel;2.0 TDI 140ch;Automatique
Peugeot Expert 2015 V.U Court;400;42000km;Diesel;2.0 HDI 125ch;Manuelle
Yamaha svho super charge Jetsky 2016;400;200km;Essence;2800;
Seat Ibiza 2019 HIGH;400;50000km;Essence;1.6 MPi 110 ch;Manuelle
Fiat Doblo 2023;400;00km;Diesel;1.6;Manuelle
